source_task_id,repo_task_id,epic_id,status,source_priority,source_phase,source_area,original_depends_on,converted_depends_on,unresolved_dependency_notes,acceptance_gate,source_title,source_lineage,active_disposition,canonical_task_refs
ARCH-W6-SLICE-008,TASK-0476,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,real project quarantine policy,,real project quarantine policy,W6-accepted-gates + semantic MR gate,Create K12 fixture release gate checklist,capex_v6,active_task,
ARCH-W6-SLICE-009,TASK-0477,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,W3/W4 records,,W3/W4 records,W6-accepted-gates + semantic MR gate,Define UntrustedDocumentRailBundle schema,capex_v6,active_task,
ARCH-W6-SLICE-010,TASK-0478,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,rail bundle schema,,rail bundle schema,W6-accepted-gates + semantic MR gate,Define RailVerdict and SecurityRailRejection schemas,capex_v6,active_task,
ARCH-W6-SLICE-011,TASK-0479,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,rail schema,,rail schema,W6-accepted-gates + semantic MR gate,Implement mandatory rail bundle validator,capex_v6,active_task,
ARCH-W6-SLICE-012,TASK-0480,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,W2 CommandReceipt,,W2 CommandReceipt,W6-accepted-gates + semantic MR gate,Define ToolProposal schema and state machine,capex_v6,active_task,
ARCH-W6-SLICE-013,TASK-0481,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,ToolProposal + PolicyDecision + registry,,ToolProposal + PolicyDecision + registry,W6-accepted-gates + semantic MR gate,Define ToolExecutionCommand guard,capex_v6,active_task,
ARCH-W6-SLICE-014,TASK-0482,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,tool command guard,,tool command guard,W6-accepted-gates + semantic MR gate,Define static action registry interface,capex_v6,active_task,
ARCH-W6-SLICE-015,TASK-0483,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,W3 evidence binding,,W3 evidence binding,W6-accepted-gates + semantic MR gate,Define ToolResultIngestPolicy,capex_v6,active_task,
ARCH-W6-SLICE-016,TASK-0484,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,W2 two-envelope model,,W2 two-envelope model,W6-accepted-gates + semantic MR gate,Add AI draft artifact status model,capex_v6,active_task,
ARCH-W6-SLICE-017,TASK-0485,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,logging conventions,,logging conventions,W6-accepted-gates + semantic MR gate,Add content-safe telemetry policy,capex_v6,active_task,
ARCH-W6-SLICE-018,TASK-0486,EPIC-145,TODO,P0,P10 Fixture and AI guardrails,fixture/ai/security,telemetry policy,,telemetry policy,W6-accepted-gates + semantic MR gate,Add no raw prompt/completion in normal traces tests,capex_v6,active_task,
ARCH-W6-SLICE-019,TASK-0487,EPIC-145,TODO,P1,P10 Fixture and AI guardrails,fixture/ai/security,rail verdict model,,rail verdict model,W6-accepted-gates + semantic MR gate,Add stream buffering rule for sensitive workflows,capex_v6,active_task,
ARCH-W6-SLICE-020,TASK-0488,EPIC-145,TODO,P1,P10 Fixture and AI guardrails,fixture/ai/security,expected-output manifest,,expected-output manifest,W6-accepted-gates + semantic MR gate,Add expected-output no-raw-excerpt test pattern,capex_v6,active_task,
ARCH-W6-SLICE-021,TASK-0489,EPIC-145,TODO,P1,P10 Fixture and AI guardrails,fixture/ai/security,W5 projection model,,W5 projection model,W6-accepted-gates + semantic MR gate,Update workpage family catalog for fixture release and AI draft review,capex_v6,active_task,
ARCH-W6-SLICE-022,TASK-0490,EPIC-145,TODO,P1,P10 Fixture and AI guardrails,fixture/ai/security,all W6 decisions,,all W6 decisions,W6-accepted-gates + semantic MR gate,Prepare Wave 6 master patch instructions,capex_v6,active_task,
ARCH-W75-SLICE-01,TASK-0491,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Define CAPEX invariant test catalog,capex_v6,active_task,
ARCH-W75-SLICE-02,TASK-0492,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add test suite markers and CI stages,capex_v6,active_task,
ARCH-W75-SLICE-03,TASK-0493,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Create fixture manifest schemas,capex_v6,active_task,
ARCH-W75-SLICE-04,TASK-0494,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Create K12 sanitized scenario slice 0,capex_v6,active_task,
ARCH-W75-SLICE-05,TASK-0495,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Create K12 commitment/assumption scenario tests,capex_v6,active_task,
ARCH-W75-SLICE-06,TASK-0496,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Create K12 no-false-closure scenario tests,capex_v6,active_task,
ARCH-W75-SLICE-07,TASK-0497,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Create K3 mini-fixture design tests,capex_v6,active_task,
ARCH-W75-SLICE-08,TASK-0498,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Create validation-project blind baseline protocol,capex_v6,active_task,
ARCH-W75-SLICE-09,TASK-0499,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add logistics characterization tests,capex_v6,active_task,
ARCH-W75-SLICE-10,TASK-0500,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add AI-agent task contract schema,capex_v6,active_task,
ARCH-W75-SLICE-11,TASK-0501,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Build thin agent eval harness,capex_v6,active_task,
ARCH-W75-SLICE-12,TASK-0502,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add false-closure agent evals,capex_v6,active_task,
ARCH-W75-SLICE-13,TASK-0503,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add raw-data leak evals,capex_v6,active_task,
ARCH-W75-SLICE-14,TASK-0504,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add tool-proposal eval tests,capex_v6,active_task,
ARCH-W75-SLICE-15,TASK-0505,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add workpage stale-command tests,capex_v6,active_task,
ARCH-W75-SLICE-16,TASK-0506,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add effect-safety crash tests,capex_v6,active_task,
ARCH-W75-SLICE-17,TASK-0507,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add projection rebuild invariance tests,capex_v6,active_task,
ARCH-W75-SLICE-18,TASK-0508,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add performance smoke tests,capex_v6,active_task,
ARCH-W75-SLICE-19,TASK-0509,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add TDD metrics dashboard draft,capex_v6,active_task,
ARCH-W75-SLICE-20,TASK-0510,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add Lab promotion gate,capex_v6,active_task,
ARCH-W75-SLICE-21,TASK-0511,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add reviewer test-first checklist,capex_v6,active_task,
ARCH-W75-SLICE-22,TASK-0512,EPIC-149,TODO,P0/P1,P0-P12 TDD and agent lab,tdd/fixtures/agent-lab,architecture CED accepted,,architecture CED accepted,W7_5-accepted-gates + semantic MR gate,Add flake quarantine policy,capex_v6,active_task,
ARCH-W7-SL-001,TASK-0513,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,PR000-PR007 planning,TASK-0233;TASK-0234;TASK-0235;TASK-0236;TASK-0237;TASK-0238;TASK-0239;TASK-0240,planning,W7-accepted-gates + semantic MR gate,Branch class manifest and classifier,capex_v6,active_task,
ARCH-W7-SL-002,TASK-0514,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-001,,W7-SL-001,W7-accepted-gates + semantic MR gate,Release bundle manifest schema,capex_v6,active_task,
ARCH-W7-SL-003,TASK-0515,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-002,,W7-SL-002,W7-accepted-gates + semantic MR gate,Migration lane manifest schema,capex_v6,active_task,
ARCH-W7-SL-004,TASK-0516,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-003,,W7-SL-003,W7-accepted-gates + semantic MR gate,Migration compatibility test scaffold,capex_v6,active_task,
ARCH-W7-SL-005,TASK-0517,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W1 project authorization,,W1 project authorization,W7-accepted-gates + semantic MR gate,Feature gate manifest and activation model,capex_v6,active_task,
ARCH-W7-SL-006,TASK-0518,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-005,,W7-SL-005,W7-accepted-gates + semantic MR gate,Activation guard helper,capex_v6,active_task,
ARCH-W7-SL-007,TASK-0519,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W2 effect ledger,,W2 effect ledger,W7-accepted-gates + semantic MR gate,Compensation plan schema,capex_v6,active_task,
ARCH-W7-SL-008,TASK-0520,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,none,,,W7-accepted-gates + semantic MR gate,Docs authority schema,capex_v6,active_task,
ARCH-W7-SL-009,TASK-0521,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-008,,W7-SL-008,W7-accepted-gates + semantic MR gate,Docs authority linter,capex_v6,active_task,
ARCH-W7-SL-010,TASK-0522,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-008,,W7-SL-008,W7-accepted-gates + semantic MR gate,CED template and lifecycle metadata,capex_v6,active_task,
ARCH-W7-SL-011,TASK-0523,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-010,,W7-SL-010,W7-accepted-gates + semantic MR gate,Semantic task template,capex_v6,active_task,
ARCH-W7-SL-012,TASK-0524,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-011,,W7-SL-011,W7-accepted-gates + semantic MR gate,Semantic MR evidence bundle,capex_v6,active_task,
ARCH-W7-SL-013,TASK-0525,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W1-W6 semantic areas,,W1-W6 semantic areas,W7-accepted-gates + semantic MR gate,Semantic CODEOWNERS sketch,capex_v6,active_task,
ARCH-W7-SL-014,TASK-0526,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-012/013,,W7-SL-012/013,W7-accepted-gates + semantic MR gate,Path-based semantic merge gate,capex_v6,active_task,
ARCH-W7-SL-015,TASK-0527,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W2-W5 invariants,,W2-W5 invariants,W7-accepted-gates + semantic MR gate,Forbidden state transition lint rules,capex_v6,active_task,
ARCH-W7-SL-016,TASK-0528,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W6 manifests,,W6 manifests,W7-accepted-gates + semantic MR gate,Fixture leakage release gate,capex_v6,active_task,
ARCH-W7-SL-017,TASK-0529,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W6 AI guardrails,,W6 AI guardrails,W7-accepted-gates + semantic MR gate,AI assistance declaration in MR,capex_v6,active_task,
ARCH-W7-SL-018,TASK-0530,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-001..017,,W7-SL-001..017,W7-accepted-gates + semantic MR gate,Release readiness gate script,capex_v6,active_task,
ARCH-W7-SL-019,TASK-0531,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-018,,W7-SL-018,W7-accepted-gates + semantic MR gate,Activation approval record,capex_v6,active_task,
ARCH-W7-SL-020,TASK-0532,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-019,,W7-SL-019,W7-accepted-gates + semantic MR gate,Post-activation smoke evidence,capex_v6,active_task,
ARCH-W7-SL-021,TASK-0533,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,quality overlay,,quality overlay,W7-accepted-gates + semantic MR gate,Quality metrics dashboard spec,capex_v6,active_task,
ARCH-W7-SL-022,TASK-0534,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,quality overlay,,quality overlay,W7-accepted-gates + semantic MR gate,Refactor work item register integration,capex_v6,active_task,
ARCH-W7-SL-023,TASK-0535,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,W7-SL-010,,W7-SL-010,W7-accepted-gates + semantic MR gate,Implementation history check,capex_v6,active_task,
ARCH-W7-SL-024,TASK-0536,EPIC-150,TODO,P0/P1,P2/P11 Release and development governance,release/docs/review/refactor,all W7 slices,,all W7 slices,W7-accepted-gates + semantic MR gate,Wave 7 integration QA,capex_v6,active_task,
ARCH-W8-S01,TASK-0537,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Define reviewed_state_graph contract,capex_v6,active_task,
ARCH-W8-S02,TASK-0538,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Implement SnapshotBuildRun skeleton,capex_v6,active_task,
ARCH-W8-S03,TASK-0539,EPIC-151,DONE,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add RiskSignal contract,capex_v6,active_task,
ARCH-W8-S04,TASK-0540,EPIC-151,DONE,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add ceo_transparency_snapshot schema,capex_v6,active_task,
ARCH-W8-S05,TASK-0541,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add ProjectCorpusDocument/Blob/Version design,capex_v6,active_task,
ARCH-W8-S06,TASK-0542,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add metadata type/value contract,capex_v6,active_task,
ARCH-W8-S07,TASK-0543,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Define packet requirement/member/evaluation schema,capex_v6,active_task,
ARCH-W8-S08,TASK-0544,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Define ArtifactPointerPromotion service contract,capex_v6,active_task,
ARCH-W8-S09,TASK-0545,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add hold/freeze minimal blocker model,capex_v6,active_task,
ARCH-W8-S10,TASK-0546,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add AuditExportArtifact contract,capex_v6,active_task,
ARCH-W8-S11,TASK-0547,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add ExternalSystem schema,capex_v6,active_task,
ARCH-W8-S12,TASK-0548,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add ExternalProjectBinding schema,capex_v6,active_task,
ARCH-W8-S13,TASK-0549,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add ExternalObjectPointer schema,capex_v6,active_task,
ARCH-W8-S14,TASK-0550,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add ExternalObjectSnapshot / SyncObservation,capex_v6,active_task,
ARCH-W8-S15,TASK-0551,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Rename/constrain expenditure ledger,capex_v6,active_task,
ARCH-W8-S16,TASK-0552,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add raw-file/AI/external-status exclusion tests,capex_v6,active_task,
ARCH-W8-S17,TASK-0553,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add dossier/promotion negative tests,capex_v6,active_task,
ARCH-W8-S18,TASK-0554,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add ERP/DMS boundary failure tests,capex_v6,active_task,
ARCH-W8-S19,TASK-0555,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add snapshot freshness to executive views,capex_v6,active_task,
ARCH-W8-S20,TASK-0556,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add external observation review queue,capex_v6,active_task,
ARCH-W8-S21,TASK-0557,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add K12/K3/validation fixture expected outputs,capex_v6,active_task,
ARCH-W8-S22,TASK-0558,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Update architecture docs with W8 terms,capex_v6,active_task,
ARCH-W8-S23,TASK-0559,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Add W8 feature gate/migration lane entries,capex_v6,active_task,
ARCH-W8-S24,TASK-0560,EPIC-151,TODO,P0/P1,P12/P13 Snapshots and external boundary,snapshots/dossiers/external,architecture CED accepted,,architecture CED accepted,W8-accepted-gates + semantic MR gate,Run Waves 1-8 formalism regression,capex_v6,active_task,
NU-CB-P0-001,TASK-0561,EPIC-139,DONE,P0,P1/P2 platform foundation,platform/approval,PR000-PR007,TASK-0233;TASK-0234;TASK-0235;TASK-0236;TASK-0237;TASK-0238;TASK-0239;TASK-0240,,NU-GATE-001,Extract logistics side effects from approval.respond,capex_v6,active_task,
NU-CB-P0-002,TASK-0562,EPIC-137,TODO,P0,P1/P2 platform foundation,platform/security/blob,PR002,TASK-0235,,NU-GATE-002,Fix artifact download auth-before-read,capex_v6,active_task,
NU-CB-P0-003,TASK-0563,EPIC-140,DONE,P0,P3 project access,capex/access,W1 CED-002; PR007,TASK-0240,W1 CED-002,NU-GATE-003,Add CAPEX project/membership/authorization runtime state,capex_v6,active_task,
NU-CB-P0-004,TASK-0564,EPIC-141,DONE,P0,P4 corpus foundation,capex/corpus/evidence,NU-CB-P0-003; W2 CED-005; W3 CED-011,TASK-0563,W2 CED-005; W3 CED-011,NU-GATE-004,Add physical source_occurrence and sourceRef resolver,capex_v6,active_task,
NU-CB-P0-005,TASK-0565,EPIC-142,DONE,P0,P7 governance/closure,capex/governance/closure,W4 CED-016-019; NU-CB-P0-004,TASK-0564,W4 CED-016-019,NU-GATE-005,"Add ClosureGateEvaluation, ClosureSnapshot, Waiver, lifecycle recurrence stale rules",capex_v6,active_task,
NU-CB-P0-006,TASK-0566,EPIC-143,DONE,P0,P6/P7 workflow substrate,capex/workflow,W2/W4/W5; sourceRef resolver,,W2/W4/W5; sourceRef resolver,NU-GATE-006,Implement workflow handoff manifest contract,capex_v6,active_task,
NU-CB-P0-007,TASK-0567,EPIC-144,DONE,P0,P8 workpages,capex/workpages,W5; NU-CB-P0-004; NU-CB-P0-005,TASK-0564;TASK-0565,W5,NU-GATE-007,Add CAPEX projection snapshot and stale-command test harness,capex_v6,active_task,
NU-CB-P0-008,TASK-0568,EPIC-149,DONE,P0,P0/P1 quality foundation,quality/ci/review,TDD strategy; codebase pass 2,,TDD strategy; codebase pass 2,NU-GATE-008,Add CAPEX semantic test suite and CODEOWNERS gates,capex_v6,active_task,
NU-CB-P1-009,TASK-0569,EPIC-151,DONE,P1,P7 governance/interface,capex/interface,source occurrence; evidence binding,,source occurrence; evidence binding,NU-GATE-009,Add interface-burden conservation policy and tests,capex_v6,active_task,
NU-CB-P1-010,TASK-0570,EPIC-142,DONE,P1,P6/P7 artifact-state,capex/formalism/tests,artifact/operator model; event ordering,,artifact/operator model; event ordering,NU-GATE-010,Add non-commutative artifact sequence tests,capex_v6,active_task,
NU-CB-P1-011,TASK-0571,EPIC-143,DONE,P1,P8/P9 workflow/product,capex/workflow/tasks,workpage/task routing decisions,,workpage/task routing decisions,NU-GATE-011,Add procurement/task escalation workflow proposal to workflow catalog,capex_v6,active_task,
V5-TASK-001,TASK-0572,EPIC-142,DONE,P0,,docs/architecture,,,,V5-GATE-003,Patch master architecture: reality vs representation,v5_carried_forward,historical_alias,TASK-0447;TASK-0565;TASK-0305
V5-TASK-002,TASK-0573,EPIC-142,DONE,P0,,schema/catalog,,,,V5-GATE-004,Add canonical relation_kind vocabulary,v5_carried_forward,historical_alias,TASK-0392;TASK-0373
V5-TASK-003,TASK-0574,EPIC-143,DONE,P0,,workflow/catalog,,,,V5-GATE-005,Define feasibility-set workflow semantics,v5_carried_forward,historical_alias,TASK-0565
V5-TASK-004,TASK-0575,EPIC-142,DONE,P0,,task/evidence,,,,V5-GATE-006,Define issue/hypothesis graph guardrails,v5_carried_forward,historical_alias,TASK-0305;TASK-0565
V5-TASK-005,TASK-0576,EPIC-139,DONE,P0,,code/refactor,,,,V5-GATE-001,Fix approval.respond domain coupling,v5_carried_forward,historical_alias,TASK-0257;TASK-0561
V5-TASK-006,TASK-0577,EPIC-137,DONE,P0,,code/security,,,,V5-GATE-002,Fix artifact auth-before-read,v5_carried_forward,historical_alias,TASK-0235;TASK-0562
V5-TASK-007,TASK-0578,EPIC-141,DONE,P0,,code/tests,,,,V5-GATE-007,Add SourceRef resolution contract/tests,v5_carried_forward,historical_alias,TASK-0564;TASK-0428
V5-TASK-008,TASK-0579,EPIC-136,DONE,P0,,delivery/docs,,,,V5-GATE-008,Add Product Goal and metric stack,v5_carried_forward,historical_alias,TASK-0582
V5-TASK-009,TASK-0580,EPIC-136,DONE,P0,,delivery/docs,,,,V5-GATE-009,Add vertical-slice ladder and dependency register,v5_carried_forward,historical_alias,TASK-0583;TASK-0584
V5-TASK-010,TASK-0581,EPIC-143,DONE,P1,,runtime/catalog,,,,V5-GATE-010,Define workflow handoff manifest,v5_carried_forward,historical_alias,TASK-0566
SD-TASK-001,TASK-0582,EPIC-136,DONE,P0,P0 Source freeze,delivery/product-governance,none,,,SD-GATE-001,Define CAPEX Product Goal and metric stack,capex_v6,active_task,
SD-TASK-002,TASK-0583,EPIC-136,DONE,P0,P0/P1 planning,delivery/backlog,SD-TASK-001,TASK-0582,,SD-GATE-002,Create CAPEX vertical-slice ladder,capex_v6,active_task,
SD-TASK-003,TASK-0584,EPIC-136,DONE,P0,P0/P1 planning,delivery/dependencies,SD-TASK-001,TASK-0582,,SD-GATE-003,Add dependency register and risk-based milestone overlay,capex_v6,active_task,
SD-TASK-004,TASK-0585,EPIC-136,DONE,P1,P0/P1 planning,delivery/backlog,SD-TASK-001,TASK-0582,,SD-GATE-004,Add backlog hierarchy and story decomposition templates,capex_v6,active_task,
SD-TASK-005,TASK-0586,EPIC-136,DONE,P1,P0/P1 planning,delivery/cadence,SD-TASK-001;SD-TASK-003,TASK-0582;TASK-0584,,SD-GATE-005,Define delivery operating cadence,capex_v6,active_task,
SD-TASK-006,TASK-0587,EPIC-136,DONE,P1,P0/P1 planning,delivery/roadmap,SD-TASK-001;SD-TASK-002;SD-TASK-003,TASK-0582;TASK-0583;TASK-0584,,SD-GATE-006,Add first-90-days execution overlay,capex_v6,active_task,
SD-TASK-007,TASK-0588,EPIC-136,DONE,P1,P0/P1 planning,delivery/quality,SD-TASK-004,TASK-0585,,SD-GATE-007,Add Definition of Ready / Done for CAPEX task classes,capex_v6,active_task,
TP-TASK-001,TASK-0589,EPIC-146,DONE,P0,P14A Three-project testing ladder and blind validation readiness,testing/EPIC-146,P0 blockers; fixture governance; no-raw-data policy,,P0 blockers; fixture governance; no-raw-data policy,TP-G01..TP-G12 as applicable,Create three-project fixture governance runbook,capex_v6,active_task,
