record_type,source_id,name,category,phase,depends_on,status_or_priority,summary,evidence_or_owner,source_lineage,active_disposition,canonical_task_refs
gate,TP-G08,No-overfitting gate,three-project testing,P14A,TP-G01,P0,"Every change after blind run is classified as generalizable, fixture-specific, evidence-absent, deferred-module, or invalid expectation; project-name special cases are prohibited.",all evidence; source traceability; review approval,capex_v6,reference,
gate,TP-G09,Agent Lab non-authority gate,three-project testing,P14A,TP-G01,P0,"Agent Lab cannot create official pointers, approvals, closure snapshots, or runtime truth mutations; all tool actions are ToolProposal until approved.",AI Lab evidence; source traceability; review approval,capex_v6,reference,
gate,TP-G10,Capacity realism gate,three-project testing,P14A,TP-G01,P0,"At least one full off-repo corpus run validates ingest, extraction, projection, search, backup/restore, and no raw leakage at realistic project size.",full corpora evidence; source traceability; review approval,capex_v6,reference,
gate,TP-G11,Cross-project invariant scorecard gate,three-project testing,P14A,TP-G01,P0,"Critical invariant scorecard is green or explicitly waived across K12, K3 mini/shadow, and blind baseline.",K12/K3/blind evidence; source traceability; review approval,capex_v6,reference,
gate,TP-G12,Expected-output manifest versioning gate,three-project testing,P14A,TP-G01,P1,"Every fixture expected-output manifest is versioned against schema, policy, prompt/eval, and fixture compiler versions.",all fixtures evidence; source traceability; review approval,capex_v6,reference,
gate,PROD-PRE-G01,P0 activation blocker closure gate,production preflight,P15,all P0 blocker gates,P0,"All CAPEX activation blockers are closed or explicitly waived with owner, reason, expiry, and residual-risk record.",P0 blocker register; waiver register; codebase enforcement evidence,capex_v6,reference,
gate,PROD-PRE-G02,Three-project strategy integration gate,production preflight,P15,TP-G01..TP-G12,P0,Three-project testing strategy is integrated and expected-output/oracle manifests are approved or waived.,Three-project ladder; oracle catalog; TP gate evidence,capex_v6,reference,
gate,PROD-PRE-G03,K12 MVP fixture readiness gate,production preflight,P15,"TP-G02,TP-G03",P0,K12 sanitized fixture passes MVP scenario tests and no-false-closure gates.,K12 scenario report; pointer promotion blocked/allowed evidence,capex_v6,reference,
gate,PROD-PRE-G04,K3 regression readiness gate,production preflight,P15,"TP-G04,TP-G05",P0,K3 mini/shadow regression passes critical authority/lifecycle invariants or deviations are explicitly waived.,K3 mini/shadow report; invariant scorecard,capex_v6,reference,
gate,PROD-PRE-G05,Blind validation freeze gate,production preflight,P15,TP-G06,P0,"Blind validation project run cannot begin until schemas, prompts, retrieval recipes, policies, tool registry, and evaluator criteria are frozen and signed.",blind freeze manifest; access log; evaluator manifest,capex_v6,reference,
gate,PROD-PRE-G06,No raw-data leakage gate,production preflight,P15,TP-G01,P0,"Leak scan passes for repo, CI, logs, screenshots, generated packs, release bundles, and planning artifacts.",leak-scan report; quarantine manifests,capex_v6,reference,
gate,PROD-PRE-G07,Full-corpus capacity and restore evidence gate,production preflight,P15,TP-G10; capacity gates,P0,"At least one realistic full-corpus off-repo run validates ingest, extraction, projection/search, backup, restore, and no raw leakage.",full-corpus run report; restore rehearsal report; capacity metrics,capex_v6,reference,
gate,PROD-PRE-G08,Release/migration/activation evidence gate,production preflight,P15,release governance gates,P0,"Release bundle, migration manifest, feature-gate manifest, rollback/compensation plan, and activation approval are complete.",release bundle manifest; migration lane evidence; activation guard evidence,capex_v6,reference,
gate,PROD-PRE-G09,Semantic review and CI enforcement gate,production preflight,P15,CODEOWNERS and CI gates,P0,"CODEOWNERS, semantic MR gates, TDD suite, CAPEX invariant tests, and review-tier rules are active for CAPEX runtime changes.",CI reports; CODEOWNERS; semantic merge gate logs,capex_v6,reference,
gate,PROD-PRE-G10,Production preflight go/no-go gate,production preflight,P15,PROD-PRE-G01..G09,P0,"Engineering, product, data governance, and security sign off on go/conditional-go/no-go with residual risks and waivers recorded.",go/no-go memo; signoff record; residual risk register,capex_v6,reference,
risk,SR-001,,Project scoping,P3-P10,,critical,,Introduce project_id/project registry or materialized project anchor; attach workflow runs/artifacts/tasks/pointers to project scope.,capex_v6,reference,
risk,SR-002,,Bulk document ingest,P3-P10,,critical,,"Add staged/batch multipart or local/import ingest job; create source inventory, occurrence register, digest grouping, failure/retry state.",capex_v6,reference,
risk,SR-003,,Artifact listing,P3-P10,,high,,"Add SQL-level pagination/filtering, batch link loading, project_id/artifact_kind indexes, cursor pagination where needed.",capex_v6,reference,
risk,SR-004,,Document indexing,P3-P10,,critical,,"Design document manifest, text extraction, page/chunk index, evidence binding index, and search projection.",capex_v6,reference,
risk,SR-005,,Storage posture,P3-P10,,high,,"Capacity benchmark, backup/restore rehearsal, quota model, object-store adapter decision.",capex_v6,reference,
risk,SR-006,,Async processing,P3-P10,,high,,Define batch job runtime or adapt execution sessions for queued document-processing jobs with retry/cancel/resume and per-project concurrency.,capex_v6,reference,
risk,SR-007,,Frontend route model,P3-P10,,high,,"Add project dashboard, CAPEX workpage route tree, packet views, evidence side panel, paginated document explorer.",capex_v6,reference,
risk,SR-008,,Domain coupling,P3-P10,,high,,"De-logistics contamination pass, recover generic substrate, isolate logistics domain adapters.",capex_v6,reference,
risk,SR-009,,User access model,P3-P10,,high,,Add project_membership or equivalent authorization projection; all CAPEX queries must filter by assigned project scope.,capex_v6,reference,
risk,SR-010,,Officialness/promotion,P3-P10,,medium,,"Implement CAPEX promotion policy table, stale/reopen rules, waiver/approval semantics.",capex_v6,reference,
risk,SR-011,,Test data capacity,P3-P10,,medium,,Add synthetic project corpus tests for 1k/5k docs and K12 fixture acceptance tests.,capex_v6,reference,
risk,SR-012,,SQLite target scale,P3-P10,,medium_high,,"Pass 2 capacity experiments, then decision note: SQLite/localFS for dev/pilot vs stronger target storage/DB.",capex_v6,reference,
risk,R2-001,,backend/ingest,P5-P10,,HIGH,,"Build project-scoped bulk ingest/staging service with multipart/streaming, digesting, dedup, retry/resume, and progress.",capex_v6,reference,
risk,R2-002,,backend/artifact-read,P5-P10,,HIGH,,Batch link hydration; separate list/detail endpoints; load links only for visible page or selected rows.,capex_v6,reference,
risk,R2-003,,backend/auth/api,P5-P10,,HIGH,,Project membership and project-scoped APIs; hide or harden tenant/domain artifact browse for CAPEX.,capex_v6,reference,
risk,R2-004,,data-model,P5-P10,,HIGH,,Introduce capex_project and project_membership model or equivalent project anchor before broad CAPEX implementation.,capex_v6,reference,
risk,R2-005,,db/indexes,P5-P10,,MEDIUM_HIGH,,Add indexes/projections for project_id + artifact_kind + created_at/version or project_corpus_entries.,capex_v6,reference,
risk,R2-006,,ops/storage,P5-P10,,HIGH,,Define storage tier and backup/restore rehearsal; test real K12 corpus with blobs and extraction outputs.,capex_v6,reference,
risk,R2-007,,frontend/backend,P5-P10,,HIGH,,Design CAPEX workpages around project dashboard + packet/review pages with paginated projections.,capex_v6,reference,
risk,R2-008,,artifact-relations,P5-P10,,MEDIUM,,Extend subject-kind registry carefully or use generated relation artifacts first and index later.,capex_v6,reference,
risk,R2-009,,workflow/runtime,P5-P10,,MEDIUM_HIGH,,Define async batch job architecture and test with K12 plus synthetic corpora.,capex_v6,reference,
risk,R2-010,,frontend/domain,P5-P10,,MEDIUM_HIGH,,Recover reusable projection shell; build CAPEX-specific workpages.,capex_v6,reference,
risk,R3-001,,domain cleanup,P2,,high,,Extract domain approval side-effect registry before CAPEX pointer promotion work.,capex_v6,reference,
risk,R3-002,,domain cleanup,P2,,high,,Split generic workpage route contract from domain action dispatchers.,capex_v6,reference,
risk,R3-003,,domain cleanup,P2,,high,,Introduce domain router/navigation registry and CAPEX project entrypoint.,capex_v6,reference,
risk,R3-004,,domain cleanup,P2,,high,,Move domain task requirements to workflow/domain config.,capex_v6,reference,
risk,R3-005,,domain cleanup,P2,,high,,Create descriptor registry with domain namespaces.,capex_v6,reference,
risk,R3-006,,domain cleanup,P2,,medium,,Classify and stage cleanup; avoid blind delete.,capex_v6,reference,
risk,R3-007,,domain cleanup,P2,,medium,,Mark docs normative/descriptive/historical; move logistics docs under domain archive.,capex_v6,reference,
risk,R3-008,,domain cleanup,P2,,medium,,Remove only in safe bundles with smoke tests.,capex_v6,reference,
risk,R3-009,,domain cleanup,P2,,medium,,Split platform tests from logistics regression tests.,capex_v6,reference,
risk,R3-010,,domain cleanup,P2,,medium,,"Move logistics fixtures, add K12 fixture later.",capex_v6,reference,
risk,R3-011,,domain cleanup,P2,,medium,,Introduce domain route registration or feature-gated route modules.,capex_v6,reference,
risk,R3-012,,domain cleanup,P2,,medium,,Move logistics graphs to domain; keep graph registry generic.,capex_v6,reference,
risk,R3-013,,domain cleanup,P2,,medium,,Retain in logistics domain until branch/release decision.,capex_v6,reference,
risk,R3-014,,domain cleanup,P2,,medium,,Parameterize or domain-scope action vocabulary.,capex_v6,reference,
risk,R3-015,,domain cleanup,P2,,low,,Documentation cleanup pass must archive/reconcile duplicates.,capex_v6,reference,
risk,MR-001,,branching,P1,,critical,,Hard branch gate; runtime branches blocked until PR007; waiver process.,capex_v6,reference,
risk,MR-002,,data governance,P4,,critical,,DATA-00/01 gates; quarantine; scans; no waiver.,capex_v6,reference,
risk,MR-003,,officialness,P9,,critical,,External/internal officialness fields; pointer promotion tests.,capex_v6,reference,
risk,MR-004,,validation,P6,,high,,minItems/policy validators and negative tests.,capex_v6,reference,
risk,MR-005,,scope,P12,,medium,,Module activation pressure-surface router; deferred contracts.,capex_v6,reference,
risk,MR-006,,risk,P9,,high,,Forecastability grade and not_forecastable blocker.,capex_v6,reference,
risk,MR-007,,docs/process,P11,,medium,,Documentation restructure and normative/descriptive/historical labels.,capex_v6,reference,
risk,SPB2-R001,,data governance / formalism / corpus ingest,source freeze through pilot,,critical,,Generalized real-project quarantine policy; sanitized fixture approval; scans; no raw filenames/content in public artifacts.,capex_v6,reference,
risk,SPB2-R002,,data governance / formalism / corpus ingest,source freeze through pilot,,high,,licensed_or_normative_reference triage; clause mapping only when permitted; no raw licensed documents in repo.,capex_v6,reference,
risk,SPB2-R003,,data governance / formalism / corpus ingest,source freeze through pilot,,high,,Do not dereference shortcuts; bounded nested archive expansion; parent-container provenance; recursion limits.,capex_v6,reference,
risk,SPB2-R004,,data governance / formalism / corpus ingest,source freeze through pilot,,medium,,Reserve module contracts and guardrail tests; keep full modules post-MVP unless product priority changes.,capex_v6,reference,
risk,SPB2-R005,,data governance / formalism / corpus ingest,source freeze through pilot,,high,,External/internal officialness model; pointer-promotion policy; guardrail tests.,capex_v6,reference,
risk,SPB2-R006,,data governance / formalism / corpus ingest,source freeze through pilot,,medium,,system_or_transient_file triage state; ignore-by-default policy; metadata-only audit if needed.,capex_v6,reference,
risk,SPC-R001,,deployment/branching,before runtime integration/pilot,,high,,Run full Safety Pass C with current deployment roadmap and branch policy before final runtime branch point.,capex_v6,reference,
risk,SPD-R001,,capacity/restore,before pilot,,critical,,Run full Safety Pass D with sanitized real fixture and selected storage/index topology before pilot readiness.,capex_v6,reference,
risk,SPB3-R001,,architecture governance,before implementing research-driven choices,,high,,Run B3 after research packs return; require ADR and decision register for adopted patterns.,capex_v6,reference,
risk,SPC-R002,,branch collision,branch planning,,high,,"Use docs/analysis branch, foundation branch, and runtime integration branch with explicit gates.",capex_v6,reference,
risk,QR-001,,Engineering quality,All,,critical,,one logical change rule; PR-size guardrail; specialist review triggers,capex_v6,reference,
risk,QR-002,,Engineering quality,All,,high,,separate pure refactor PRs; exception requires reviewer acceptance,capex_v6,reference,
risk,QR-003,,Engineering quality,All,,high,,review role map; secondary reviewer bench; weekly queue review,capex_v6,reference,
risk,QR-004,,Engineering quality,All,,critical,,tests/observability/rollback before structural changes,capex_v6,reference,
risk,QR-005,,Engineering quality,All,,medium,,phase metrics review; PR sampling; post-merge incident linkage,capex_v6,reference,
risk,QR-006,,Engineering quality,All,,medium,,owner + retirement date; phase stabilization pass,capex_v6,reference,
risk,QR-007,,Engineering quality,All,,medium,,comment severity convention; first-response SLO; praise/mentoring guidance,capex_v6,reference,
risk,ARCH-W1-RISK-001,,architecture_sync/W1,P3/P4 Foundation,,medium,,Use typed registries only for active extension surfaces; no dynamic package installation; review under overkill rubric.,capex_v6,reference,
risk,ARCH-W1-RISK-002,,architecture_sync/W1,P3/P4 Foundation,,high,,"Import-boundary tests, AuthorizedProjectsQuery only, no domain-owned global queries.",capex_v6,reference,
risk,ARCH-W1-RISK-003,,architecture_sync/W1,P3/P4 Foundation,,high,,capex_project_authorization read model; deterministic refresh; revocation tests.,capex_v6,reference,
risk,ARCH-W1-RISK-004,,architecture_sync/W1,P3/P4 Foundation,,high,,Pilot-readiness gate: Postgres + governed blob/object storage unless explicit waiver.,capex_v6,reference,
risk,ARCH-W1-RISK-005,,architecture_sync/W1,P3/P4 Foundation,,high,,BlobRef/BlobReplica/ArtifactVersion/ArtifactPointer constraints; negative tests.,capex_v6,reference,
risk,ARCH-W1-RISK-006,,architecture_sync/W1,P3/P4 Foundation,,high,,"Shadow-mode handlers, golden-path parity, command/effect logs, rollback plan.",capex_v6,reference,
risk,ARCH-W1-RISK-007,,architecture_sync/W1,P3/P4 Foundation,,high,,"Auth-before-download, short-lived scoped URLs, DownloadEvent, auth_generation invalidation.",capex_v6,reference,
risk,ARCH-W2-R01,,architecture_sync/W2,P4/P5 Corpus and effects,,high,,Keep occurrence as corpus/provenance state only; semantic claims remain generated/reviewed artifacts and pointers.,capex_v6,reference,
risk,ARCH-W2-R02,,architecture_sync/W2,P4/P5 Corpus and effects,,critical,,Always insert occurrence before dedupe; dedupe only controls extraction/index work reuse.,capex_v6,reference,
risk,ARCH-W2-R03,,architecture_sync/W2,P4/P5 Corpus and effects,,critical,,Represent archive container/member relations and member path hashes.,capex_v6,reference,
risk,ARCH-W2-R04,,architecture_sync/W2,P4/P5 Corpus and effects,,critical,,Codeowner/review gate: all governed mutations through guarded helper; tests for duplicates.,capex_v6,reference,
risk,ARCH-W2-R05,,architecture_sync/W2,P4/P5 Corpus and effects,,high,,Bind command_id to normalized_input_hash and reject conflicts.,capex_v6,reference,
risk,ARCH-W2-R06,,architecture_sync/W2,P4/P5 Corpus and effects,,medium,,Start with few high-risk keys: ingest and pointer promotion; expand only from evidence.,capex_v6,reference,
risk,ARCH-W2-R07,,architecture_sync/W2,P4/P5 Corpus and effects,,critical,,DB/service restriction; PointerPromotionService only; code review gate.,capex_v6,reference,
risk,ARCH-W2-R08,,architecture_sync/W2,P4/P5 Corpus and effects,,high,,Validation vector schema and UI/API must expose blocking reasons.,capex_v6,reference,
risk,ARCH-W2-R09,,architecture_sync/W2,P4/P5 Corpus and effects,,critical,,Submitted envelope forbids runtime-owned fields; negative tests.,capex_v6,reference,
risk,ARCH-W2-R10,,architecture_sync/W2,P4/P5 Corpus and effects,,high,,Versioned canonicalization profile and test vectors; failure blocks promotion.,capex_v6,reference,
risk,ARCH-W2-R11,,architecture_sync/W2,P4/P5 Corpus and effects,,medium,,"Outbox metrics, stale projection indicators, retry/reconciliation task.",capex_v6,reference,
risk,ARCH-W2-R12,,architecture_sync/W2,P4/P5 Corpus and effects,,medium,,Use staged adoption and L3 local minimal contracts; no external platform adoption.,capex_v6,reference,
risk,ARCH-W2-R13,,architecture_sync/W2,P4/P5 Corpus and effects,,high,,"Small slices with compatibility shims, refactor checkpoints, and rollback notes.",capex_v6,reference,
risk,ARCH-W2-R14,,architecture_sync/W2,P4/P5 Corpus and effects,,critical,,Acceptance gates block real corpus processing until W1/W2 preconditions pass.,capex_v6,reference,
risk,ARCH-W3-R001,,architecture_sync/W3,P6 Extraction and evidence,,high,,"Separate retrieval_candidate, evidence_binding, review, approval and pointer promotion.",capex_v6,reference,
risk,ARCH-W3-R002,,architecture_sync/W3,P6 Extraction and evidence,,high,,Persist extraction_run and redundant source_occurrence locators with quote hashes.,capex_v6,reference,
risk,ARCH-W3-R003,,architecture_sync/W3,P6 Extraction and evidence,,high,,Projection rebuild invariance tests and no evidence FK to search/vector rows.,capex_v6,reference,
risk,ARCH-W3-R004,,architecture_sync/W3,P6 Extraction and evidence,,high,,"candidate-only status, confidence fields, mandatory review.",capex_v6,reference,
risk,ARCH-W3-R005,,architecture_sync/W3,P6 Extraction and evidence,,high,,partial_success policy gate and explicit reviewer override.,capex_v6,reference,
risk,ARCH-W3-R006,,architecture_sync/W3,P6 Extraction and evidence,,high,,Store parser asset bundle and source occurrences; markdown is view/export only.,capex_v6,reference,
risk,ARCH-W3-R007,,architecture_sync/W3,P6 Extraction and evidence,,medium,,Record orphan counts and extraction QA warnings.,capex_v6,reference,
risk,ARCH-W3-R008,,architecture_sync/W3,P6 Extraction and evidence,,high,,Require sanitized source_document_version lineage in repo/CI fixtures.,capex_v6,reference,
risk,ARCH-W3-R009,,architecture_sync/W3,P6 Extraction and evidence,,high,,Adapter/projection only; rebuildability and no pointer/evidence target.,capex_v6,reference,
risk,ARCH-W3-R010,,architecture_sync/W3,P6 Extraction and evidence,,medium,,Classify assets as raw/source vs derived/rebuildable; backup only what policy requires.,capex_v6,reference,
risk,ARCH-W3-R011,,architecture_sync/W3,P6 Extraction and evidence,,medium,,"Side-panel projection, pagination, batch hydration and source occurrence snippets.",capex_v6,reference,
risk,ARCH-W3-R012,,architecture_sync/W3,P6 Extraction and evidence,,medium,,CAPEX normalized locator interface; parser-specific adapters behind boundary.,capex_v6,reference,
risk,ARCH-W4-R01,,architecture_sync/W4,P8 Governance and closure,,critical,,Hard side-effect guard and tests; domain commands only after PolicyDecision.,capex_v6,reference,
risk,ARCH-W4-R02,,architecture_sync/W4,P8 Governance and closure,,high,,satisfied_by_waiver status and CEO/risk reporting separation.,capex_v6,reference,
risk,ARCH-W4-R03,,architecture_sync/W4,P8 Governance and closure,,high,,input digest/redacted snapshot refs; no raw corpus in policy audit where not needed.,capex_v6,reference,
risk,ARCH-W4-R04,,architecture_sync/W4,P8 Governance and closure,,critical,,Separate ClosureGateEvaluation and ClosureSnapshot; acceptance gate eligible_not_closed.,capex_v6,reference,
risk,ARCH-W4-R05,,architecture_sync/W4,P8 Governance and closure,,critical,,runtime_lifecycle_state separate from closure_dimension_state.,capex_v6,reference,
risk,ARCH-W4-R06,,architecture_sync/W4,P8 Governance and closure,,high,,force_closed_with_residuals state and residual obligations.,capex_v6,reference,
risk,ARCH-W4-R07,,architecture_sync/W4,P8 Governance and closure,,critical,,ClosureBasisRef validation and stale_callback_rejected events.,capex_v6,reference,
risk,ARCH-W4-R08,,architecture_sync/W4,P8 Governance and closure,,high,,Precedence and conflict diagnostics.,capex_v6,reference,
risk,ARCH-W4-R09,,architecture_sync/W4,P8 Governance and closure,,critical,,Projection generation/high-watermark and basis vector in command envelope.,capex_v6,reference,
risk,ARCH-W4-R10,,architecture_sync/W4,P8 Governance and closure,,medium,,L1-L3 adoption only; CED approval required for external engine dependency.,capex_v6,reference,
risk,ARCH-W4-R11,,architecture_sync/W4,P8 Governance and closure,,high,,Hook capability allowlist; official mutation forbidden in generic hooks.,capex_v6,reference,
risk,ARCH-W4-R12,,architecture_sync/W4,P8 Governance and closure,,high,,Explicit terminal states: waived/superseded/terminated/deferred/out_of_scope/unresolved_at_force_close.,capex_v6,reference,
risk,ARCH-W4-R13,,architecture_sync/W4,P8 Governance and closure,,medium,,Core dimension set plus reserved extension dimensions for K3/K12 modules.,capex_v6,reference,
risk,ARCH-W4-R14,,architecture_sync/W4,P8 Governance and closure,,medium,,Owner/justification required for report_only/soft closure-critical gates.,capex_v6,reference,
risk,ARCH-W5-R01,,architecture_sync/W5,P9 Workpages and projections,,critical,,Read-only projection rows; typed command API; CommandReceipt for all attempts.,capex_v6,reference,
risk,ARCH-W5-R02,,architecture_sync/W5,P9 Workpages and projections,,critical,,No generic setStatus; typed command catalog and tests.,capex_v6,reference,
risk,ARCH-W5-R03,,architecture_sync/W5,P9 Workpages and projections,,critical,,"Projection token, target version, policy hash, closure basis checks.",capex_v6,reference,
risk,ARCH-W5-R04,,architecture_sync/W5,P9 Workpages and projections,,high,,Opaque signed cursor containing only hashes.,capex_v6,reference,
risk,ARCH-W5-R05,,architecture_sync/W5,P9 Workpages and projections,,high,,Bounded batch hydration and query-count tests.,capex_v6,reference,
risk,ARCH-W5-R06,,architecture_sync/W5,P9 Workpages and projections,,high,,"Projection rows, keyset pagination, fieldsets, performance battery.",capex_v6,reference,
risk,ARCH-W5-R07,,architecture_sync/W5,P9 Workpages and projections,,critical,,Backend policy-filtered projection queries.,capex_v6,reference,
risk,ARCH-W5-R08,,architecture_sync/W5,P9 Workpages and projections,,high,,Token-guarded publish.,capex_v6,reference,
risk,ARCH-W5-R09,,architecture_sync/W5,P9 Workpages and projections,,medium,,Deferred counts/facets and query-plan tests.,capex_v6,reference,
risk,ARCH-W5-R10,,architecture_sync/W5,P9 Workpages and projections,,high,,Platform read/command contracts before page proliferation.,capex_v6,reference,
risk,ARCH-W5-R11,,architecture_sync/W5,P9 Workpages and projections,,medium,,receipt status enum and UI messages distinguish outcomes.,capex_v6,reference,
risk,ARCH-W5-R12,,architecture_sync/W5,P9 Workpages and projections,,medium,,L3 local minimal implementation; reject full platform adoption for MVP.,capex_v6,reference,
risk,ARCH-W6-RISK-001,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Fixture compiler with polymorphic source locations and fail-closed leak scan.,capex_v6,reference,
risk,ARCH-W6-RISK-002,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,CAPEX sensitivity/redaction manifest compiler.,capex_v6,reference,
risk,ARCH-W6-RISK-003,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Pinned generation manifest and deterministic seed policy.,capex_v6,reference,
risk,ARCH-W6-RISK-004,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Ban reversible operators for released repo/CI fixtures.,capex_v6,reference,
risk,ARCH-W6-RISK-005,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Fail-closed leak_scan_report gate.,capex_v6,reference,
risk,ARCH-W6-RISK-006,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,"Separate RailVerdict from HumanReview, Approval and ArtifactPointerPromotion.",capex_v6,reference,
risk,ARCH-W6-RISK-007,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,ToolProposal inert state and governed ToolExecutionCommand.,capex_v6,reference,
risk,ARCH-W6-RISK-008,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,ToolResultIngestPolicy and tool-result rails.,capex_v6,reference,
risk,ARCH-W6-RISK-009,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Static reviewed action registry and import-boundary tests.,capex_v6,reference,
risk,ARCH-W6-RISK-010,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Buffer sensitive workflows until output rails finish.,capex_v6,reference,
risk,ARCH-W6-RISK-011,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Content-safe telemetry policy; raw diagnostics off by default.,capex_v6,reference,
risk,ARCH-W6-RISK-012,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,Structural assertions and fingerprints instead of raw text.,capex_v6,reference,
risk,ARCH-W6-RISK-013,,architecture_sync/W6,P10 Fixture and AI guardrails,,high,,EvidenceBinding review path remains required.,capex_v6,reference,
risk,ARCH-W6-RISK-014,,architecture_sync/W6,P10 Fixture and AI guardrails,,medium,,MVP registry includes minimal deterministic operators only.,capex_v6,reference,
risk,ARCH-W6-RISK-015,,architecture_sync/W6,P10 Fixture and AI guardrails,,medium,,"Allow-listed dispositions with reviewer approval, not silent suppression.",capex_v6,reference,
risk,ARCH-W6-RISK-016,,architecture_sync/W6,P10 Fixture and AI guardrails,,medium-high,,Persist redacted/hashes-only rejection records.,capex_v6,reference,
risk,ARCH-W75-R001,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,high,,balanced metrics and invariant tests,capex_v6,reference,
risk,ARCH-W75-R002,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,critical,,blind baseline protocol and access controls,capex_v6,reference,
risk,ARCH-W75-R003,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,critical,,non-authoritative branch policy and Lab promotion gates,capex_v6,reference,
risk,ARCH-W75-R004,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,high,,K3 mini-fixture + validation holdout,capex_v6,reference,
risk,ARCH-W75-R005,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,medium,,contract reservation only; mini-fixture post-kernel,capex_v6,reference,
risk,ARCH-W75-R006,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,high,,"suite staging, sanitized slices, flake dashboard",capex_v6,reference,
risk,ARCH-W75-R007,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,medium,,classify intentional correction tasks separately,capex_v6,reference,
risk,ARCH-W75-R008,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,medium,,narrow integration and contract tests,capex_v6,reference,
risk,ARCH-W75-R009,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,critical,,"leak scan logs/artifacts/screenshots, sanitized only",capex_v6,reference,
risk,ARCH-W75-R010,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,high,,zero critical false-closure gate,capex_v6,reference,
risk,ARCH-W75-R011,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,medium,,"fast PR suite, scheduled heavy suites",capex_v6,reference,
risk,ARCH-W75-R012,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,high,,agent task contracts versioned against architecture schemas,capex_v6,reference,
risk,ARCH-W75-R013,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,medium,,tier exact vs semantic vs negative expectations,capex_v6,reference,
risk,ARCH-W75-R014,,architecture_sync/W7_5,P0-P12 TDD and agent lab,,high,,test-first review checklist and specialist review for source-of-truth changes,capex_v6,reference,
risk,ARCH-W7-RISK-001,,architecture_sync/W7,P2/P11 Release and development governance,,critical,,"deployment-vs-activation separation, default-off gates, activation approval.",capex_v6,reference,
risk,ARCH-W7-RISK-002,,architecture_sync/W7,P2/P11 Release and development governance,,high,,"migration lanes, finalization checks, activation blocked until data ready or waived.",capex_v6,reference,
risk,ARCH-W7-RISK-003,,architecture_sync/W7,P2/P11 Release and development governance,,critical,,compensation model; no silent deletion of governed history.,capex_v6,reference,
risk,ARCH-W7-RISK-004,,architecture_sync/W7,P2/P11 Release and development governance,,high,,docs authority metadata and lints.,capex_v6,reference,
risk,ARCH-W7-RISK-005,,architecture_sync/W7,P2/P11 Release and development governance,,high,,CED lifecycle and implementation-history gate.,capex_v6,reference,
risk,ARCH-W7-RISK-006,,architecture_sync/W7,P2/P11 Release and development governance,,high,,semantic MR evidence bundle and CI gate.,capex_v6,reference,
risk,ARCH-W7-RISK-007,,architecture_sync/W7,P2/P11 Release and development governance,,high,,semantic CODEOWNERS and review tiers.,capex_v6,reference,
risk,ARCH-W7-RISK-008,,architecture_sync/W7,P2/P11 Release and development governance,,high,,"small slices, refactor work items, review tier, rollback notes.",capex_v6,reference,
risk,ARCH-W7-RISK-009,,architecture_sync/W7,P2/P11 Release and development governance,,medium,,"feature-gate manifest includes owner, expiry, and cleanup requirement.",capex_v6,reference,
risk,ARCH-W7-RISK-010,,architecture_sync/W7,P2/P11 Release and development governance,,high,,AI advisory-only gate.,capex_v6,reference,
risk,ARCH-W7-RISK-011,,architecture_sync/W7,P2/P11 Release and development governance,,critical,,leak scan and fixture release manifest.,capex_v6,reference,
risk,ARCH-W7-RISK-012,,architecture_sync/W7,P2/P11 Release and development governance,,medium,,manifest/CI/template implementation first; defer heavy platforms.,capex_v6,reference,
risk,ARCH-W7-RISK-013,,architecture_sync/W7,P2/P11 Release and development governance,,high,,release and activation bundles require evidence freshness.,capex_v6,reference,
risk,ARCH-W7-RISK-014,,architecture_sync/W7,P2/P11 Release and development governance,,high,,hotfix branch class maps to Tier 4 when truth-state compensation involved.,capex_v6,reference,
risk,ARCH-W8-R01,,architecture_sync/W8,P12/P13 Snapshots and external boundary,,critical,,Require CEO snapshots derive only from project/risk snapshots.,capex_v6,reference,
